Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Regular,FDB03,3752,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.157470693, $239.15 ,4
Regular,FDT52,3753,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047622786, $246.21 ,4
Regular,FDR44,3754,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103340142, $131.30 ,4
Regular,FDO56,3755,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796, $118.48 ,4
Regular,FDD21,3756,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030693756, $114.22 ,4
Regular,FDQ55,3757,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013091186, $114.88 ,4
Regular,FDY56,3758,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062665642, $225.61 ,4
Regular,FDX56,3759,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116, $206.16 ,4
Regular,FDW39,3760,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037060755, $176.84 ,4
Regular,FDZ57,3761,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037918142, $129.70 ,4
Regular,FDO21,3762,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009802791, $223.04 ,4
Regular,FDY22,3763,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.160371305, $143.91 ,4
low fat,DRK11,3764,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010808272, $150.54 ,4
Low Fat,FDU23,3765,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021618297, $167.12 ,4
Low Fat,DRC49,3766,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065119701, $145.71 ,4
Low Fat,FDK36,3767,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.007180374, $47.40 ,4
Low Fat,FDO24,3768,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.175362333, $158.96 ,4
Low Fat,FDT36,3769,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.110735739, $35.29 ,4
Low Fat,FDV36,3770,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026174636, $127.10 ,4
Low Fat,FDP23,3771,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035414528, $218.22 ,4
Low Fat,FDU11,3772,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092145264, $120.71 ,4
Low Fat,FDU35,3773,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078831762, $98.97 ,4
Low Fat,FDU59,3774,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095919472, $162.66 ,4
Low Fat,FDR14,3775,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.173206192, $53.33 ,4
Low Fat,FDU14,3776,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034584356, $248.38 ,4
Low Fat,FDA16,3777,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033777629, $222.85 ,4
Low Fat,FDF52,3778,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066459891, $184.23 ,4
Low Fat,FDG29,3779,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056019324, $40.05 ,4
Low Fat,FDG52,3780,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065313024, $47.14 ,4
Low Fat,FDA56,3781,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008722342, $123.54 ,4
Low Fat,FDQ56,3782,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.105085956, $82.39 ,4
Low Fat,FDZ20,3783,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $253.04 ,4
Low Fat,NCO05,3784,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046333982, $97.24 ,4
Low Fat,NCT29,3785,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063800266, $123.04 ,4
Low Fat,NCJ42,3786,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014232071, $100.93 ,4
Low Fat,NCL30,3787,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048703432, $125.93 ,4
Low Fat,NCO06,3788,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107507291, $34.86 ,4
Low Fat,FDS39,3789,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022351808, $143.78 ,4
Low Fat,NCN14,3790,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09147267, $184.66 ,4
Low Fat,FDH21,3791,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.031073804, $157.56 ,4
Low Fat,FDC58,3792,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $45.74 ,4
Low Fat,FDM34,3793,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067120954, $132.96 ,4
Low Fat,FDO34,3794,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.029793955, $167.28 ,4
Low Fat,FDT21,3795,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $248.81 ,4
Low Fat,DRM48,3796,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.112349962, $39.18 ,4
Low Fat,DRZ24,3797,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $121.04 ,4
Regular,FDQ48,3798,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034244601, $97.27 ,4
Regular,FDY60,3799,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02624324, $143.81 ,4
Regular,FDX47,3800,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03443677, $156.53 ,4
Regular,FDG38,3801,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052473797, $83.62 ,4
Regular,FDQ25,3802,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028139761, $173.74 ,4
Regular,FDF40,3803,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022403117, $250.91 ,4
Regular,FDU50,3804,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.074806196, $112.92 ,4
Regular,FDG05,3805,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087421738, $154.46 ,4
Regular,FDT16,3806,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048426708, $258.73 ,4
Regular,FDV04,3807,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.149288779, $158.43 ,4
Regular,FDY16,3808,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091780142, $182.53 ,4
Regular,FDB57,3809,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01871404, $223.48 ,4
Regular,FDC08,3810,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102949031, $225.27 ,4
Regular,FDK08,3811,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.121712459, $101.20 ,4
Regular,FDN08,3812,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087936752, $115.95 ,4
Regular,FDQ19,3813,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014295564, $242.65 ,4
Regular,FDU43,3814,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057762301, $237.36 ,4
Regular,FDW55,3815,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021863506, $247.01 ,4
Regular,FDZ31,3816,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.112668963, $191.05 ,4
Regular,FDH31,3817,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020312314, $98.10 ,4
Regular,FDO39,3818,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.136701678, $182.16 ,4
Regular,FDQ51,3819,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.017466284, $45.47 ,4
Regular,FDZ51,3820,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054288646, $96.61 ,4
Regular,FDL09,3821,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.127416049, $167.48 ,4
Regular,FDO09,3822,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.124668026, $261.09 ,4
Regular,FDO45,3823,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037768989, $88.59 ,4
Regular,FDP45,3824,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030476541, $252.27 ,4
Regular,DRA59,3825,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.127308434, $186.69 ,4
Regular,FDB23,3826,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005561538, $224.01 ,4
Regular,FDE11,3827,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.134441765, $183.99 ,4
Low Fat,FDU02,3828,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10249212, $230.54 ,3.9
Low Fat,NCB30,3829,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025698134, $196.51 ,3.9
Low Fat,FDC37,3830,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.057556998, $107.69 ,3.9
Low Fat,DRH01,3831,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.097904029, $174.87 ,3.9
Regular,FDV20,3832,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.059511812, $128.07 ,3.9
Low Fat,FDM39,3833,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.089498926, $178.10 ,3.9
Low Fat,NCP05,3834,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0, $153.30 ,3.9
Low Fat,NCX54,3835,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048157338, $106.16 ,3.9
Low Fat,FDH19,3836,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033082215, $172.57 ,3.9
Low Fat,FDV25,3837,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0, $222.55 ,3.9
Low Fat,FDD58,3838,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059352241, $101.87 ,3.9
low fat,FDV45,3839,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045230944, $187.96 ,3.9
Low Fat,FDL40,3840,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01161096, $95.04 ,3.9
Low Fat,FDX44,3841,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043209581, $90.82 ,3.9
Low Fat,NCC30,3842,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027622076, $177.63 ,3.9
Regular,FDS31,3843,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.044155597, $178.83 ,3.9
Low Fat,FDV39,3844,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.007294652, $198.14 ,3.9
Low Fat,DRF36,3845,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023625114, $189.38 ,3.9
Low Fat,FDZ10,3846,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044248175, $126.20 ,3.9
Low Fat,FDK36,3847,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00721395, $47.90 ,3.9
Regular,FDV20,3848,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.104704537, $125.27 ,3.9
Low Fat,NCJ29,3849,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035264298, $86.12 ,3.9
Regular,FDW07,3850,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.142978223, $87.45 ,3.9
Low Fat,NCR05,3851,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054630834, $200.21 ,3.9
Low Fat,FDW28,3852,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $196.85 ,3.9
Low Fat,FDP32,3853,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087652908, $128.87 ,3.9
Low Fat,FDU04,3854,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $123.24 ,3.9
Regular,FDT01,3855,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.18454121, $211.59 ,3.9
Low Fat,NCR38,3856,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.114160573, $253.17 ,3.9
Low Fat,FDF14,3857,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027212058, $152.73 ,3.9
Regular,FDX57,3858,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.079113947, $99.21 ,3.9
Low Fat,DRI39,3859,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.162462044, $55.89 ,3.9
Low Fat,FDU11,3860,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.092781435, $119.71 ,3.9
Low Fat,NCP50,3861,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.020542737, $80.56 ,3.9
Regular,FDT10,3862,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062044506, $57.46 ,3.9
Low Fat,FDX26,3863,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.146973462, $184.13 ,3.9
Low Fat,FDY27,3864,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032028115, $178.33 ,3.9
Regular,FDL32,3865,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122657336, $110.15 ,3.9
Regular,FDR27,3866,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.096644015, $131.99 ,3.9
Regular,FDX39,3867,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04975339, $210.36 ,3.9
Regular,FDF21,3868,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.098464979, $188.65 ,3.9
Low Fat,FDU40,3869,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037372847, $192.75 ,3.9
Low Fat,DRL37,3870,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053362086, $41.58 ,3.9
Low Fat,FDB39,3871,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038597077, $57.93 ,3.9
Low Fat,FDU23,3872,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021757269, $165.02 ,3.9
Low Fat,FDM28,3873,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045274134, $177.97 ,3.9
Low Fat,FDU55,3874,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035967107, $260.33 ,3.9
Low Fat,DRQ35,3875,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042357203, $123.24 ,3.9
Low Fat,NCL29,3876,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11411658, $158.86 ,3.9
Low Fat,NCC31,3877,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019901356, $157.60 ,3.9
Low Fat,NCX18,3878,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $197.11 ,3.9
Low Fat,NCG19,3879,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148163564, $232.76 ,3.9
Low Fat,NCO07,3880,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009791467, $213.26 ,3.9
Low Fat,FDQ58,3881,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01532563, $153.43 ,3.9
Low Fat,FDZ22,3882,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045340279, $85.03 ,3.9
Low Fat,FDC46,3883,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.116723677, $182.43 ,3.9
Low Fat,DRZ24,3884,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081914677, $120.34 ,3.9
Low Fat,DRD60,3885,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037289996, $182.76 ,3.9
Regular,FDV60,3886,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117543713, $197.31 ,3.9
Regular,FDN23,3887,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075625152, $145.74 ,3.9
Regular,FDR13,3888,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028765486, $115.35 ,3.9
Regular,FDH14,3889,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046881328, $141.38 ,3.9
Regular,FDY44,3890,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024442501, $196.41 ,3.9
Regular,FDF56,3891,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119647957, $181.00 ,3.9
Regular,FDG21,3892,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146527359, $147.91 ,3.9
Regular,FDV22,3893,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009954237, $158.26 ,3.9
Low Fat,FDA32,3894,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.052691046, $216.32 ,3.9
Low Fat,DRM37,3895,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.168780127, $197.88 ,3.9
Low Fat,FDY48,3896,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.041556697, $104.43 ,3.9
Low Fat,FDT37,3897,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.061753511, $253.30 ,3.9
Low Fat,FDB05,3898,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.145669556, $247.28 ,3.9
Low Fat,FDA19,3899,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0, $126.70 ,3.9
Low Fat,FDI32,3900,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.305305397, $116.68 ,3.9
Low Fat,DRH23,3901,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.298205272, $55.76 ,3.9
Low Fat,NCN53,3902,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.053148497, $36.39 ,3.9
Low Fat,NCP41,3903,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.028382853, $109.46 ,3.9
Low Fat,NCR53,3904,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.253947823, $223.84 ,3.9
Low Fat,NCD54,3905,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.050790917, $142.78 ,3.9
Low Fat,NCP42,3906,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.028207784, $195.55 ,3.9
Low Fat,NCR38,3907,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.19875618, $250.77 ,3.9
Low Fat,NCO55,3908,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.159394437, $105.69 ,3.9
Regular,FDY35,3909,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.028062401, $44.04 ,3.9
Regular,FDC52,3910,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.014497036, $150.87 ,3.9
Regular,FDE40,3911,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.173587926, $60.02 ,3.9
Regular,FDF40,3912,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.03941584, $247.81 ,3.9
Regular,FDK20,3913,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.072762086, $120.91 ,3.9
Regular,FDR32,3914,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.150238656, $229.37 ,3.9
Regular,FDW46,3915,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.123089128, $63.65 ,3.9
Low Fat,FDD02,3916,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $118.81 ,3.9
Low Fat,FDJ32,3917,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057792343, $61.45 ,3.9
Low Fat,NCG30,3918,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.112321218, $123.60 ,3.9
Low Fat,FDK45,3919,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033858187, $113.39 ,3.9
Low Fat,FDN60,3920,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095158081, $159.26 ,3.9
Low Fat,FDG50,3921,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015271793, $89.91 ,3.9
Low Fat,FDU13,3922,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.187558629, $148.04 ,3.9
Low Fat,FDP25,3923,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021207519, $219.48 ,3.9
Low Fat,DRE15,3924,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $77.60 ,3.9
Low Fat,FDC44,3925,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.172596885, $114.85 ,3.9
Low Fat,DRJ47,3926,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044250304, $174.71 ,3.9
Low Fat,NCP05,3927,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025286583, $151.80 ,3.9
Low Fat,NCY53,3928,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05848134, $113.35 ,3.9
Low Fat,NCC43,3929,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092782895, $252.61 ,3.9
Low Fat,NCE18,3930,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021425341, $250.18 ,3.9
Low Fat,NCS18,3931,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.042211119, $108.69 ,3.9
Low Fat,FDS51,3932,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032180494, $61.22 ,3.9
Low Fat,FDL46,3933,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054056927, $116.85 ,3.9
Low Fat,DRD60,3934,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03723211, $183.16 ,3.9
Regular,FDX36,3935,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.128283243, $226.14 ,3.9
Regular,FDU37,3936,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $79.60 ,3.9
Regular,FDM57,3937,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075849167, $85.19 ,3.9
Regular,FDJ34,3938,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.093655728, $127.17 ,3.9
Low Fat,FDD46,3939,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141542481, $153.20 ,3.9
Low Fat,DRF01,3940,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.176070535, $144.01 ,3.9
Low Fat,DRD27,3941,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0, $97.90 ,3.9
Low Fat,FDJ52,3942,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017822936, $161.36 ,3.9
Low Fat,FDF16,3943,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086307051, $146.81 ,3.9
Low Fat,FDC32,3944,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.099309997, $91.45 ,3.9
Low Fat,FDA44,3945,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053330653, $56.79 ,3.9
Low Fat,NCK06,3946,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.008664064, $119.38 ,3.9
Low Fat,NCB31,3947,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.118915034, $264.79 ,3.9
Low Fat,NCB30,3948,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02575512, $199.61 ,3.9
Low Fat,NCZ54,3949,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.083528446, $162.46 ,3.9
Low Fat,NCF54,3950,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.047473135, $170.54 ,3.9
Low Fat,FDN15,3951,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016767995, $141.42 ,3.9
Low Fat,NCM26,3952,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023190134, $153.43 ,3.9
Low Fat,FDK46,3953,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.051571772, $258.46 ,3.9
Low Fat,FDK22,3954,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026139404, $216.79 ,3.9
Low Fat,FDA21,3955,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036033639, $183.79 ,3.9
Low Fat,FDW45,3956,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039090105, $148.44 ,3.9
Low Fat,FDN45,3957,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.118342285, $222.61 ,3.9
Low Fat,DRD25,3958,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.079132212, $112.69 ,3.9
Low Fat,DRL60,3959,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.027114238, $151.97 ,3.9
Low Fat,DRJ25,3960,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.150872868, $47.57 ,3.9
Low Fat,DRH01,3961,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.098102581, $172.97 ,3.9
Low Fat,FDH12,3962,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.085434195, $105.03 ,3.9
Low Fat,FDR47,3963,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.087963415, $193.38 ,3.9
Low Fat,FDS37,3964,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032125561, $115.75 ,3.9
Low Fat,FDB28,3965,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093913607, $198.74 ,3.9
Low Fat,FDT02,3966,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024331586, $34.99 ,3.9
Low Fat,FDO32,3967,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.121225455, $45.91 ,3.9
Low Fat,FDB21,3968,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.149360698, $243.49 ,3.9
Low Fat,NCS42,3969,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.069809115, $90.51 ,3.9
Low Fat,NCF30,3970,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.126958147, $125.84 ,3.9
Low Fat,NCP55,3971,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.01125332, $57.06 ,3.9
Low Fat,FDH33,3972,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.12241394, $42.94 ,3.9
Low Fat,FDF59,3973,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0, $127.10 ,3.9
